2023-09-05 00:43:31 | INFO | {"name":"Mohamed Sayed","email":"mso10@gmail.com","password":"123456"}
2023-09-05 00:44:58 | INFO | {"name":"Mohamed Sayed","password":"123456"}
2023-09-05 00:44:58 | ERROR | User validation failed: email: Email is required
2023-09-05 02:03:00 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-05 02:18:31 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-05 02:23:36 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-05 02:23:46 | INFO | {"email":"mso1000@gmail.com","password":"123456"}
2023-09-05 02:23:46 | ERROR | User validation failed: name: Name is required
2023-09-05 02:23:56 | INFO | {"name":"abbas","email":"mso1000@gmail.com","password":"123456"}
2023-09-05 22:41:05 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:35:26 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:36:10 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:36:36 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:37:05 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:37:05 | ERROR | User.login(...).toObject is not a function
2023-09-06 03:37:31 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-06 03:39:59 | INFO | {"name":"Abo sayed","email":"mso@gmail.com","password":"123456"}
2023-09-06 03:46:39 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-11 18:05:13 | INFO | {"email":"mso10@gmail.com","password":"123456"}
2023-09-11 20:21:56 | ERROR | Cannot read properties of undefined (reading '_id')
2023-09-11 21:23:04 | INFO | {"_id":"64ff2d64adaa1824624bde0c","user":"64f64f8326b3f41b0f2424e5","title":"Node","body":"Node.js is a popular runtime environment for executing JavaScript code on servers. It allows developers to build scalable and efficient web applications, leveraging a non-blocking, event-driven architecture for high performance","image":"images\\2023-09-11T15-08-20.661Z1423494.png","date":"11/9/2023","__v":0}
2023-09-11 21:23:43 | INFO | {"_id":"64ff2d64adaa1824624bde0c","user":"64f64f8326b3f41b0f2424e5","title":"Node.js","body":"Node.js is a popular runtime environment for executing JavaScript code on servers. It allows developers to build scalable and efficient web applications, leveraging a non-blocking, event-driven architecture for high performance","image":"images\\2023-09-11T18-23-43.480Zwallpaperflare.com_wallpaper.jpg","date":"11/9/2023","__v":0}
